Codigo;Autor;Editorial;Titulo;Año;
L-5924;GARCIA LINERA, AlvaroTAPIA, Luís;PRADA, Raúl;Subversiones indígenas;2009;
L-5925;GARCIA LINERA, Alvaro;;Forma valor y forma comunidad;2009;
L-5926;LOPEZ, Luís Enrique (editor);;Interculturalidad, educación y ciudadanía. Perspectivas latinoamericanas;2009;
L-5927;;CENTRO DE ESTUDIOS PARA EL DESARROLLO LABORAL Y AGRARIO (Ed.);Postneoliberalismo cambio o continuidad. Memoria del seminario internacional;2009;
L-5928;PERES, WilsonHILBERT, Martin (editores);;<La> sociedad de la información en América Latina y el Caribe. Desarrollo de las tecnologías y tecnologías para el desarrollo;2009;
L-5929;BIZZOZERO REVELEZ, LincolnBRICEÑO RUIZ, JoséLLAIRO, María de Moserrat;;Venezuela en el MERCOSUR. Tres miradas tres interpretaciones;2006;
L-592;VIRAVAN, Amnuay;FUNDACION PER JACOBSSON;Privatización opciones y oportunidades financieras;1991;
L-5930;ARRIOLA, JoaquinVASAPOLLO, Luciano;;¿Crisis o big bang?. La crisis sistemica del capital: que, como y para quien;1998;
L-5931;LLAIRO, María de Monserrat;DIAS, Marcela V. (comp.);Neoliberalismo y crisis del Estado en la Argentina de los noventa;2009;
L-5932;MAZORCO IRURETA, Graciela;;Planificación estratégica del marketing. Conceptos y procedimientos;2009;
L-5933;;AUTORIDAD DE SUPERVISION DEL SISTEMA FINANCIERO;Estafas piramidales. Lecciones aprendidas;2009;
L-5934;CRONKLETON, PeterALBORNOZ, Marco AntonioPACHECO, PabloIBARGUEN, Roberto;CEDLA;Reformas en la tenencia forestal en Bolivia: la gestión comunal en las tierras bajas;2009;
L-5935;MORENO MORALES, Daniel EMANSILLA, H.C.F.SCHWARZ BLUM, VivianCORDOVA EGUIVAR, EduradoVARGAS VILLAZON, Gonzalo;;Cultura política en tiempos de cambio, institucionalidad, conflicto y región en Bolivia. Observatorio de la cultura política en Bolivia;2009;
L-5936;ALEM ROJO, JulioESCOBAR SALGUERO, PatriciaMALETA, HéctorZEGADA CLAURE, Oscar;;Prefecturas, renta hidrocarburífera y desarrollo departamental (1996 - 2007). Incluye CD;2009;
L-5937;BLANCO BLACUTT, Víctor Hugo;UMSS;Dinámica democrática y avance de la frotera agrícola en el trópico de Cochabamba;2008;
L-5938;VEIZAGA ROSALES, Jorge Miguel;UMSS;Migración y generaciones en Cochabamba;2007;
L-5939;ASCARRUNZ MENDIVIL, Carla;UMSS;Condiciones de vulnerabilidad en el municipio de Cercado;2008;
L-593;SWOBODA, Alexander K.;FUNDACION PER JACOBSSON;Camino hacia la unión monetaria europeaenseñanzas del sistema Bretton Woods;1991;
L-5940;CAMACHO VILLARROEL, Miriam;UMSS;Determinantes socioeconómicos de los cambios en la mortalidad infantil en Bolivia;2008;
L-5941;QUIROGA TERRAZAS, Marina;UMSSASDI/SARECDICytCCP;Características sociodemográficas y económicas del Municipio de Cliza;2008;
L-5942;QUINTANA ARANIBAR, Cesar Julio;UMSSASDI/SARECDICytCCP;Características sociodemográficas y económicas del Municipio de Llallagua;2008;
L-5943;FERNANDEZ ANTEZANA, Mario;UMSSASDI/SARECDICytCCP;Características sociodemográficas y económicas del Municipio de Sipe Sipe;2008;
L-5944;GABRIEL ZURITA, Nancy;UMSSASDI/SARECDICytCCP;Características sociodemográficas y económicas del Municipio de Tarata;2008;
L-5945;ALBARRACIN FERNANDEZ, Neyza;UMSSASDI/SARECDICytCCP;Características sociodemográficas y económicas del Municipio de Punata;2008;
L-5946;;COMISION PARA LA GESTION INTEGRAL DEL AGUA EN BOLIVIACONCERTACION;Seminario nacional agua, minería y comunidades locles. Memoria;2008;
L-5947;LEDO GARCIA, María del Carmen;;<El> agua nuestra de cada día. Retos e iniciativas de una Cochabamba incluyente y solidaria;2009;
L-594;;ILDIS;Evaluación de la Ley General del Trabajo de 1942;1991;
L-5958;DIAZBAJOMONES;;Ejercicios de macroeconomía intermedia;2000;
L-5959;MANKIW, N. Cregory;;Macroeconomía;2006;
L-595;CASTAÑER, Juan A.QUIÑONES, ArgeoFRONTERA, SantanaFRANCISCO E., MartinezOLIVARES, Catalá;CENTRO DE INVESTIGACIONES SOCIALES;Puerto Rico en los 1990;1988;
L-5960;DE RUS, GinésCAMPOS, JavierNOMBELA, Gustavo;;Economía del transporte;2003;
L-5961;RAY, Debray;;Economía del desarrollo;2002;
L-5962;FIGUEROA, Adolfo;;Teorias económicas del capitalismo;1996;
L-5963;COCHADO REYES, María del Carmen;;Formas de integración económica: globalización y regionalización;2008;
L-5964;SANCHEZ SANCHEZ, Fernando;;Evaluación económica ambiental de la agricultura orgánica;2008;
L-5965;HIGINIO MALDONADO, Jorge;;Economía de recursos naturales: Aplicaciones de la economía computacional a la solución de problemas dinámicos;2008;
L-5966;MAYER, Enrique;;Casa, chacra y dinero. Economías domésticas y ecología en los Andes;2004;
L-5967;ACOT,  Pascal;;Historia del clima desde el big bang a las catastrofes climáticas;2005;
L-5968;STIGLITZ, Joseph E.;;Como hacer q funciones la globalización;2006;
L-5969;YUNUS,  Muhammad;;<El> banquero de los pobres. Los microcréditos y la batalla contra la pobreza en el mundo;2007;
L-596;;ILDIS;Desarrollo alternativo utopías y realidades;1993;
L-5970;MENDOZA HERNANDEZ, José Francisco;;Gestión financiera pública elementos para su estudio y aplicación. Funciones económicas del estado, presupuesto, tributos, endeudamiento, gasto público;2007;
L-5971;ROSAT PONTALTI, Adalberto A.;;Diccionario enciclopédico quechua - castellano del mundo andino;2009;
L-5972;;CONSORCIO POR PARTICIPACION CIUDADANA - BOLIVIACPCCERES;Derecho a la identidad y la participación ciudadana 2005 - 2006. Aprendizajes desde los testimonios de las poblaciones sobre un proceso de documentación y ejercicio de derechos ciudadanos ;2006;
L-5973;;CONSORCIO POR PARTICIPACION CIUDADANA - BOLIVIACPCCERES;Derecho a la identidad y la participación ciudadana 2005 - 2006. Aprendizajes sobre el marco jurídico y su incidencia sobre poblaciones excluidas ;2006;
L-5974;;CONSORCIO POR PARTICIPACION CIUDADANA - BOLIVIACPCCERES;Derecho a la identidad y la participación ciudadana 2005 - 2006. Aprendizajes sobre procesos de documentación ciudadana en poblaciones excluidas ;2006;
L-5975;;CONSORCIO POR PARTICIPACION CIUDADANA - BOLIVIACPCCERES;Derecho a la identidad y la participación ciudadana 2005 - 2006. Aprendizajes sobre facilitación y exclusión social ;2006;
L-5976;;CAMARA DE COMERCIO Y SERVICIOS DE COCHABAMBA;Anuario estadístico de comercio exterior;2006;
L-5977;FIGARI, ClaudiaALVES, Giovanni;;<La> precarización del trabajo en América Latina. Perspectivas del capitalismo global;2009;
L-5978;MARTUFI, RitaVASAPOLLO, Luciano;;Futuro indigeno. La sfida delle Americhe;2009;
L-5979;VASAPOLLO, LucianoLAZO VENTO, Carlos;;Allerta che cammina. Educazione e percorsi alternativi di economia locale in América Latina per la sviluppo socio - eco sostenibile;2009;
L-597;ROTH, ErickURQUIDI, EvaBOHRT, RaúlQUIROGA, SoledadMONTES, RosaRIVERO, NoraMERCADO, César;CENTRO INTERDISCIPLINARIO DE ESTUDIOS COMUNITARIOS;Características del consumo de pasta de cocaína el caso boliviano;1987;
L-5980;CEDLA;;Informe transparencia presupuestaria de Bolivia;2009;
L-5981;CEDLA;;Indice latinoamericano de transparencia prespupuestaria;2009;
L-5982;SADER, Emir;CLACSO;<El> nuevo topo los caminos de la izquierda latinoamericana;2009;
L-5983;SVAMPA, Maristella;CLACSO;Cambio de época movimientos sociales y poder político;2009;
L-5984;DE OLIVEIRA, Francisco;CLACSO;<El> neoatraso brasileño los procesos de modernización conservadora, de Getúlio Vargas a Lula;2009;
L-5985;MESZAROS, István;CLACSO;<La> educación más allá del capital;2009;
L-5986;DOMINGUES, José Mauricio;CLACSO;<La> modernidad contemporánea en américa latina;2009;
L-5987;CHATTERJEE, Partha;CLACSO;<La> nacion en tiempo heterogéneo y otros estudios subalternos;2009;
L-5988;ROMERO PADILLA, César;;Política sectorial sostenible para la cadena de lácteos de la agroindustria de Cochabamba;2009;
L-5989;MANZANO, Nelson;;Estructura económica y competitividad metropolitana en Bolivia;2010;
L-598;BELISLE, Jean-Francois;CEDIME;Industria farmacéutica ecuatoriana;1988;
L-5990;SALAZAR ORTUÑO, Fernando Benito;;Movimientos sociales en torno a la producción de coca en Bolivia. Políticas de asentamiento, producción - erradicación de coca y desarrollo alternativo en el trópico de Cochabamba. 1920 - 2006;2009;
L-5995;;CEPAL;Panorama de la inserción internacional de América Latina y el Caribe. Crisis y espacios de cooperación regional 2008 -2009 (incluye CD);2009;
L-5996;;CEPAL;Estudio económico de América Latina y el Caribe. 2008 - 2009. Políticas para la generación de empleo de calidad. Incluye CD;2009;
L-5997;;GOBIERNO DEPARTAMENTAL PREFECTURA DE COCHABAMBA;Memoria institucional 2006 - 2007 - 2008 - Gestión con resultados 100 por ciento eficiente;s.f.;
L-5999;RIVERA MICHEL, Henry;;Contabilidad básica;2007;
L-599;;ILDIS, MINISTERIO DE PREVISION SOCIAL Y SALUD PUBLICA;Hacia un sistema de salud descentralizado;1993;
L-59;OGATA SHIMOKAWA, Clara;;Políticas explícitas de tratamiento al capital extranjero en el Perú;1981;
L-5;SAGASTI, Francisco R.GUERRERO C., Mauricio;BID, INTAL;Desarrollo científico y tecnológico de América Latin. Diagnóstico, bases para la acción y estructuras de cooperación;1974;
L-6000;RIVERA MICHEL, Henry;;Contabilidad básica;2002;
L-6002;VARGAS POMNIER, JaimeTORRICO LARA, Alex;;Presupuestos empresariales y fiscales;2001;
L-6003;GODINEZ, VíctorMATTAR, Jorge;;<La> República Dominicana en 2030: hacia una nación cohesionada. iNCLUYE cd;2009;
L-6004;;ALCALDIA MUNICIPAL DE COCHABAMBA;Catálogo de producción y guía de negocios 2009 - 2010 (Incluye CD);s.f.;
L-6005;MAYORGA, Fernando;;Antinomias. El azaroso camino de la reforma política;2009;
L-6006;CANAVIRI TORRICOS, José K.;;Pensamiento económico de acumulación racional del capital;2009;
L-6007;QUISPE, Jubenal;;Inmigrantes bolivianos en España. Una presencia que interpela desde la doble ausencia;2009;
L-600;;ILDIS, MINISTERIO DE PREVISION SOCIAL Y SALUD PUBLICA;Protección integral del trabajador ante los riesgos profesionales;1993;
L-6011;PACHECO, PabloORMACHEA, EnriqueCRONKLETON, PeterALBORNOZ, Marco A.;CEDLACIFOR;Trayectorias y tendencias de la economía forestal extractiva en el norte amazónico de Bolivia;2009;
L-6012;ORMACHEA S., Enrique;CEDLA;Soberanía y seguridad en Bolivia: Políticas y estado de situación;2009;
L-6013;CRONKLETON, PeterALBORNOZ, Marco A.;CIFORCEDLA;Acción colectiva y mercados alternativos para la castaña. Análisis comparativo de tres cooperativas en el norte amazónico de Bolivia;2009;
L-6014;CANEDO PASCUA, Francisco AlejandroFIORILO DRAKIC, Giovanni Franco;;<La> demanda del mercadeo fomal minorista y el consumidor paceño: un análisis de elasticidades. X premio nacional de investigación económica. Categoría dirigida. Segundo premio 2008;2009;
L-6015;ESPADA TAPIA, Deyna Irina;;Impacto de los ingresos por hidrocarburos en el crecimiento económico de Bolivia. X premio nacional de investigación económica. Categoría dirigida. Primer premio 2008;2009;
L-6016;GONZALES MARTINEZ, Rolando;;Inconsistencias de aplicar modelos valor en riesgo para la medición de riesgos cambiarios en la actual coyuntura de la politica cambiaria. X premio nacional de investigación económica. Categoría dirigida. Primer premio 2008;2009;
L-6017;BIRDSALL, StephenFLORIN, John;;Semblanza de la geografía estadounidense;1992;
L-6018;;OFICINA DE PROGRAMA DE INFORMACION INTERNACIONAL;Bosquejos de EEUU;1992;
L-6019;ROCKEFELLER, David;;Memorias. Historia de una vida excepcional. David Rockefeller;2004;
L-601;DUNKERLEY, JoyRAMSAY, WilliamGORDON, LincolnCECELSKY, Elizabeth;;Estrategias energéticas para países en desarrollo;1985;
L-6020;SANTAMARIA, José MiguelMERINO, TomásBELTRAN DE HEREDIA, María Jesús;;Washington Irving. George Washington;2004;
L-6021;CAMPOS GONZALEZ, Vicente;;Bill Joe Klein Clinton. Una presidencia incomprendida. Biografía. El político más carismático y polémico de los últimos años;2004;
L-6022;USLAR PIETRI, Arturo;;Benjamín Franklin autobiografía y otros escritos;2001;
L-6023;RORABAUGH, W. J.;;Kennedy y el sueño de los sesenta;2005;
L-6024;KENNETH GALBRAITH, John;;<El> crac del 29;2005;
L-6025;GILBERT, Martin;;<El> desembarco de Normandía. El día D;2005;
L-6026;SLATER, Robert;;<La> cultura wal - mart. La historia de una nueva generación de líderes que convirtio el legado de Sam Walton en la compañia número 1 del mundo;2003;
L-6027;KLIKSBERG, Bernardo (Comp.);;<Es> dificíl ser joven en América Latina. Los desafíos abiertos;2010;
L-6028;DOWN, Douglas (ed.);;Entender el capitalismo . Un análisis critico de Karl Marx a Amartya Sen;2003;
L-6029;KRAUSE, Martín E.ZANOTTI, Gabriel J.RAVIER, Adrián O.;;Elementos de economía política;2007;
L-602;;BOLIVIA: CAMARA DE DIPUTADOS;Testimonios de un desencuentro políticas culturales en Bolivia;1989;
L-6030;GOUGH, Ian;;Capital global, necesidades básicas y políticas sociales. Ensayos seleccionados 1994 -99;2003;
L-6031;UNDABARRENA, Klara Alfonso;;Equidad de género y políticas públicas;2007;
L-6032;AGUILAR VILLANUEVA, Luís F.;;<El> estudio de las políticas públicas;2007;
L-6033;AGUILAR VILLANUEVA, Luís F.;;<La> hechura de las políticas (estudio introductorio y edición);2007;
L-6034;AGUILAR VILLANUEVA, Luís F.;;Problemas públicos y agenda de gobierno (estudio introductorio y edición);2003;
L-6035;AGUILAR VILLANUEVA, Luís F.;;<La> implementación de las políticas (estudio introductorio y edición);2007;
L-6036;YUNI, JoséURBANO, Claudio;;Técnicas para investigar. Análisis de datos y redacción cientíca;2009;
L-603;;INE, BOLIVIA: MINISTERIO DE ASUNTOS CAMPESINOS Y AGROPECUARIOS;I Censo agropecuario 1950;1985;
L-604;ALBO, XavierGREAVES, TomásSANDOVAL, Godofredo;CIPCA;"Chuquimayu. La cara aymara de La Paz una odisea buscar ""pega""";1982;
L-6050;GOMEZ D ANGELO, Enrique;;Tendencias y desafíos para el desarrollo del sector eléctrico boliviano;2010;
L-6051;GALINDO SOZA, Mario;FUNDACION MILENIO;<El> progreso invisible. El seguro universal materno infantil;2010;
L-6052;JEMIO, Luís CarlosMOLINA, FernandoZEGADA CLAURE, Oscar;FUNDACION MILENIO;Visiones sobre la naturaleza de la crisis económica mundial;2801;
L-6053;CANDIA, FernandoEVIA, José LuisPACHECO TORRICO, Mario Napoleón;FUNDACION MILENIO;<La> nueva crisis de deuda;2010;
L-6054;PATSCHEIDER ESTRADA, Gloria;CENTRO COOPERATIVO SUECO;Nosotras y las otras. Percepción de las mujeres de distintos contextos socio culturales de Cochabamba;2007;
L-6055;AGUILA NAVIA, Fernando;;<El> gasto público y la política fiscal en Bolivia;2001;
L-6056;;UMSSRECTORADOVICERECTORADO;Universidad en cifras 2009;2009;
L-6057;DEVLIN, RobertMOGUILLANSKY, Graciela;CEPAL;Alianzas público - privadas para una nueva visión estratégica de desarrollo;2401;
L-6058;CASHMAN, KevinFOREN, Jack;;El despertar del líder. Una historia de transformación. Un viaje que le conducirá a una nueva e inspiradora concepción del liderazgo. Warren Bennis;2004;
L-6059;KHURANA, RakeshWIERSEMA, MargaretheFULLER, JosephSCHAEFFER, Leonard D.;;Harvard business review. Liderazgo al mas alto nivel;2004;
L-605;;UNIVERSIDAD AUTONOMA CHAPINGO;Nueva época textual análisis del medio rural;1987;
L-6060;;HARVARD BUSINESS ESSENTIALS;Gestionar el cambio y la transición. Respuestas autorizadas a su alcance. Su guía y mentor para hacer negocios;2003;
L-6061;;HARVARD BUSINESS ESSENTIALS;Desarrollar la gestión de la creatividad y de la innovación. Una guía para directivos ocupados. Enfoques y conceptos para avanzar;2004;
L-6062;BORGE, Dan;;<El> pequeño gran libro del riesgo. Claves para comprender la inversión en bolsa;2004;
L-6063;AUGUSTINE, N.SHARMA, A..KESNER, I.;HARVARD BUSINESS RIVIEW;Gestión de la crisis;2001;
L-6064;ZALTMAN, Gerald;;Como piensan los consumidores. Lo que nuestros clientes no pueden decirnos y nuestros competidores no saben;2004;
L-6065;;HARVARD BUSINESS ESSENTIALS;Gestión de proyectos. Una guía para directivos ocupados. Enfoques y conceptos para avanzar;2004;
L-6066;FRIEDMAN, Thomas;;<La> tierra es plana. Breve historia del mundo globalizado del siglo XXI. El libro clave para entender la globalización y sus consecuencias;2006;
L-6067;GODIN, Seth;;Sobrevivir no es suficiente. La evolución de las especies aplicada al mundo de los negocios del siglo XXI;2003;
L-6068;SINGER, Peter;;<Un> solo mundo. La ética de la globalización;2003;
L-6069;GARDNER, HowardCSIKSZENTMIHALYI, MihalyDAMON, William;;Buen trabajo. Cuando ética y excelencia convergen;2002;
L-606;AGUILO, Federico;ASAMBLEA PERMANENTE DE DERECHOS HUMANOS;Estado de sitio. Apuntes para la historia de las jornadas septembrinas de 1985 en Bolivia;1985;
L-6070;FISCHMAN, WendySLOMON, BeccaGREENSPAN, DeborahGARDNER, Howard;;<La> buena opción. Como la gente joven afronta los dilemas éticos en el trabajo;2004;
L-6071;COVEY, Stephen R.;;Mentes flexibles;2004;
L-6072;COVEY, Stephen R.;;<El> 8º hábito. De la efectividad a la grandeza;2005;
L-6073;COVEY, Stephen R.;;<Los> 7 hábitos de la gente altamente efectiva. Lecciones magistrales sobre el cambio personal;1997;
L-6074;SENGE, Peter;;<La> quinta disciplina. El arte y la práctica de la organización abierta al aprendizaje;2005;
L-6075;SENGE, Peter;;<Más> allá de la quinta disciplina. La danza del cambio. Como crear organizaciones abiertas al aprendizaje;2000;
L-6076;MAGNHILD GROTNOES, Julie;;"Why was the gas not nationalized?. A cause study of Bolivia's 2006 ""nationalization""";2007;
L-6077;AQUIM CHAVEZ, Rosario;;Formación social y estructuras simbólicas en los andes;2008;
L-6078;INCH, Bernard;;Recesiones y expansiones;2010;
L-607;;PROSEMPA, PROINPA;II Reunión nacional de la papa. Memorias;1992;
L-6080;PAZ BALLIVIAN, Danilo;;Estructura agraria boliviana;2009;
L-6081;CRABTREE, JhonGRAY MOLINA, GeorgeWHITEHEAD, Laurence;;Tensiones irresueltas. Bolivia, pasado y presente;2009;
L-6082;SILES SALINAS, Jorge;;Historia de la independencia de Bolivia;2009;
L-6083;ALMARAZ PAZ, Sergio;;Obra completa (incluye CD);2501;
L-6084;RADHUBER, Isabella Margerita;;<El> poder de la tierra. El discurso agrario en Bolivia: un análisis de las ideas sociales, políticas, económicas y de las relaciones de poder;2008;
L-6085;CALDERON, Fernando;;Sociedades en movimiento. Entre las reformas estructurales y la inflexión histórica;2010;
L-6086;NATO, AlejandroROJAS RÍOS, César;;Geografía del Conflicto. Claves para decodificar la confrontación social y política;2008;
L-6087;SHULTZ, JimCRANE DRAPER, Melissa (editores);;Desafiando la globalización. Historias de la experiencia boliviana;2008;
L-6088;GARCIA LINERA, Alvaro (coordinador)CHAVEZ LEON, MarxaCOSTAS MONJE, Patricia;;Sociología de los movimientos sociales en Bolivia. Estructuras de movilización, repertorios culturales y acción política;2010;
